Format: LABEL: Actual words in document  --  [Pattern used]  {Original file}  Number of occurrence

ADDRESS: If   <| LA |>   had   --   [1155 N LA BREA AVENUE]  {aidinc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Coleman   <| Audio |>   M3   --   [AUDIO INTERVISUAL DESIGN]  {aidinc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: page   <| for |>   resources   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
CONTACT: ,   <| Jeff |>   is   --   [Jeff Vollandt]  {aidfirst.net} REASON:ONLY_ONE_WORD    Occurrence: 1
ADDRESS: W   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 88
COMPANY: emerging   <| AIDS |>   community   --   [AIDS DELAWARE]  {aidsdelaware.org} REASON:ONLY_ONE_WORD    Occurrence: 3
ADDRESS: /   <| w |>   ...   --   [751 W COMMERCIAL DR]  {aihalaska.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Obtain   <| Construction |>   Permits   --   [AIHAMA CONSTRUCTION INCORPORATION]  {aihama.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: New   <| data |>   on   --   [CENSUS STATE DATA CENTER]  {aiea.ualr.edu} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| Friedman |>   offers   --   [A I FRIEDMAN]  {aifriedman.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: substitute   <| for |>   individualized   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: /   <| S |>   (   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
ADDRESS: /   <| S |>   -   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 206
COMPANY: hold   <| memorial |>   services   --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: named   <| Helen Keller |>   principal   --   [HELEN KELLER SCHOOL OF ALABAMA]  {aidb.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
CITY:    <| NEW |>   ITEMS   --   [NEW YORK]  {aifriedman.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 6
COMPANY: and   <| design |>   ,   --   [AUDIO INTERVISUAL DESIGN]  {aidinc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: a   <| school |>   record   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: substituted   <| for |>   the   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: /   <| S |>   Slot-Drilled   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 16
COMPANY: –   <| for |>   both   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| AIDP |>   ’   --   [AIDP INCORPORATION]  {aidp.com} REASON:ONLY_ONE_WORD    Occurrence: 3
ADDRESS: /   <| S |>   316   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 26
COMPANY: of   <| title |>   ,   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
COMPANY: travel   <| destinations |>   is   --   [AIH DESTINATION MGMT]  {aihtravel.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Authentic   <| Italian |>   Food   --   [AIELLO 'S ITALIAN RESTAURANT]  {aiellosrestaurant.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: Digital   <| Audio |>   Router   --   [AUDIO INTERVISUAL DESIGN]  {aidinc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: ,   <| Italian |>   Resturant   --   [AIELLO 'S ITALIAN RESTAURANT]  {aiellosrestaurant.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: ’   <| s |>   current   --   [6460 S 6TH STREET ROAD]  {aiec.coop} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: enough   <| for |>   the   --   [AID FOR WOMEN]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: ,   <| AL |>   35160   --   [AL INSTITUTE FOR DEAF]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: YOUR   <| NAME |>   HERE   --   [NAMES PROJECT FOUNDATION]  {aidsquilt.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: UAB   <| School |>   of   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 3
ADDRESS: /   <| S |>   Cotter   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: 420-   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
COMPANY: Your   <| Title |>   Search   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: /   <| S |>   Silver   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: center   <| for |>   smiles   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: house   <| insurance |>   coverage   --   [AUTO INSURANCE CENTER]  {aicok.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
COMPANY: her   <| international |>   work   --   [AMERICAN INTERNATIONAL HEALTH]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: /   <| S |>   Black   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 132
COMPANY: class   <| for |>   students   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: a   <| title |>   search   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: 14th   <| St. |>   NW   --   [101 KROG STREET NE]  {aidsquilt.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 3
COMPANY: non-reservation   <| Indian |>   boarding   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| AIDP |>   has   --   [AIDP INCORPORATION]  {aidp.com} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY:    <| AIFS |>   Organizational   --   [AIFS INCORPORATION]  {aifs.org} REASON:ONLY_ONE_WORD    Occurrence: 3
ADDRESS: head   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: ’   <| s |>   activities   --   [6460 S 6TH STREET ROAD]  {aiec.coop} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: pro   <| audio |>   sales   --   [AUDIO INTERVISUAL DESIGN]  {aidinc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: each   <| AIFS |>   program   --   [AIFS INCORPORATION]  {aifs.org} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY: a   <| school named for |>   Helen   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
ADDRESS: ’   <| s |>   a   --   [8 S MICHIGAN AVENUE # 1100]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: have   <| AIFS |>   organize   --   [AIFS INCORPORATION]  {aifs.org} REASON:ONLY_ONE_WORD    Occurrence: 1
ADDRESS: Undercut-   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 34
COMPANY:    <| Friedman |>   44   --   [A I FRIEDMAN]  {aifriedman.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: '   <| s |>   SEND   --   [1415 S BRADLEY ROAD]  {aii.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: |   <| AIDA Embroidery |>      --   [AIDA EMBROIDERY AND PRINTING]  {aidae.com} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 2
COMPANY: and   <| southern |>   Rockingham   --   [SOUTHERN NHHIV-AIDS TASK]  {aidstaskforcenh.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: /   <| S |>   W   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 6
COMPANY:    <| AIDP |>   is   --   [AIDP INCORPORATION]  {aidp.com} REASON:ONLY_ONE_WORD    Occurrence: 2
COMPANY: work   <| for |>   women   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: /   <| S |>   Unc   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: A-   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 6
COMPANY: established   <| for |>   our   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| AIDS Alliance |>   members   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
ADDRESS: 0.252   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY:    <| AIH |>   Affiliate   --   [AIH DESTINATION MGMT]  {aihtravel.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: /   <| S |>   Tamperproof   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: /   <| AIDS |>   through   --   [AIDS LEGAL COUNCIL]  {aidslegal.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS:    <| W |>   x   --   [751 W COMMERCIAL DR]  {aihalaska.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: 125X.312X.016   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: outstanding   <| insurance |>   carriers   --   [AUTO INSURANCE CENTER]  {aicok.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: ,   <| AIDS Alliance |>   created   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
COMPANY:    <| For |>   more   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Veterans   <| Memorial |>   ,   --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: strengthening   <| health |>   systems   --   [AMERICAN INTERNATIONAL HEALTH]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Banner   <| School |>   Award   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: apple   <| sausage |>   ,   --   [AIDELLS SAUSAGE COMPANY]  {aidells.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
COMPANY:    <| AIDP |>   offers   --   [AIDP INCORPORATION]  {aidp.com} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY: on   <| auto insurance |>   .   --   [AUTO INSURANCE CENTER]  {aicok.net} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
ADDRESS: High   <| Street |>   ,   --   [111 LOCK STREET # 101]  {aidstaskforcenh.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
COMPANY:    <| AIDS |>   Walk   --   [AIDS DELAWARE]  {aidsdelaware.org} REASON:ONLY_ONE_WORD    Occurrence: 5
COMPANY: Safe   <| School |>   Award   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: and   <| AIDS in the Chicago |>   metropolitan   --   [AIDS FOUNDATION OF CHICAGO]  {aidschicago.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
ADDRESS: Head   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 8
ADDRESS: 3.2mm   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
CITY: Taoyuan   <| City |>   337   --   [CITY OF INDUSTRY]  {aicipc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: public   <| health |>   ,   --   [AMERICAN INTERNATIONAL HEALTH]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| Audio |>   Monitoring   --   [AUDIO INTERVISUAL DESIGN]  {aidinc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: mental   <| health |>   and   --   [AMERICAN INTERNATIONAL HEALTH]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| aidells sausage |>   ,   --   [AIDELLS SAUSAGE COMPANY]  {aidells.com} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 4
COMPANY: High   <| Schools |>   and   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: that   <| AIDP |>   complies   --   [AIDP INCORPORATION]  {aidp.com} REASON:ONLY_ONE_WORD    Occurrence: 1
ADDRESS: Dgr   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 6
ADDRESS: S   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1320
ADDRESS: played   <| college |>   baseball   --   [660 N COLLEGE STREET]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: the   <| Grove |>   is   --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Queens   <| Health |>   Network   --   [AMERICAN INTERNATIONAL HEALTH]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| Grove |>   Society   --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 10
COMPANY: /   <| AIDS |>   are   --   [AIDS RESPONSE-SEACOAST]  {aidsresponse.org} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY: of   <| AIC |>   are   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: the   <| AIC |>   Team   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 43
COMPANY: programs   <| for |>   young   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
CITY:    <| New |>   Items   --   [NEW YORK]  {aifriedman.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 12
COMPANY: by   <| AIC |>   .   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: global   <| health |>   through   --   [AMERICAN INTERNATIONAL HEALTH]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| Resources |>      --   [LIBRARY AND RESOURCE CENTER]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Pacific   <| Inc. |>   We   --   [AIHAMA CONSTRUCTION INCORPORATION]  {aihama.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| AIFS |>   Warsaw   --   [AIFS INCORPORATION]  {aifs.org} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY:    <| AIDP |>   specializes   --   [AIDP INCORPORATION]  {aidp.com} REASON:ONLY_ONE_WORD    Occurrence: 1
ADDRESS: OD   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: new   <| Indian |>   treaties   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Custom   <| embroidery , T-shirt printing |>   ,   --   [AIDA EMBROIDERY AND PRINTING]  {aidae.com} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
COMPANY:    <| AIH |>   Trip   --   [AIH DESTINATION MGMT]  {aihtravel.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: '   <| s |>   Arkansas   --   [2801 S UNIVERSITY AVENUE]  {aiea.ualr.edu} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 9
ADDRESS: /   <| S |>   Reduced   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 8
COMPANY: ,   <| aidell |>   ,   --   [AIDELLS SAUSAGE COMPANY]  {aidells.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
ADDRESS: Pan   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 6
COMPANY: to   <| a |>   culture   --   [A I FRIEDMAN]  {aifriedman.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: ,   <| American Indian |>   Research   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
COMPANY: information   <| for |>   the   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| AIDS Alliance |>      --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 2
COMPANY:    <| Audio |>   Technica   --   [AUDIO INTERVISUAL DESIGN]  {aidinc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: ,   <| Arizona |>   fasteners   --   [ARIZONA INDUSTRIAL HARDWARE]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: /   <| S |>   Chrome   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY:    <| Council |>   staff   --   [AIDS LEGAL COUNCIL]  {aidslegal.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: ,   <| New York |>   City   --   [1212 NEW YORK AVENUE NW # 750]  {aiha.com} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
COMPANY: Distribute   <| AIDS |>   Housing   --   [AIDS ALABAMA]  {aidsalabama.org} REASON:ONLY_ONE_WORD    Occurrence: 15
COMPANY: chicken   <| sausage |>   in   --   [AIDELLS SAUSAGE COMPANY]  {aidells.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: you   <| for |>   race   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Southwest   <| Indian |>   Polytechnic   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: the   <| Grove |>   .   --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 6
COMPANY: bruce   <| aidell |>   ,   --   [AIDELLS SAUSAGE COMPANY]  {aidells.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
ADDRESS: 304-   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
COMPANY: Heartsaver   <| First |>   Aid   --   [AID FIRST]  {aidfirst.net} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY: At   <| AIC |>   ,   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: with   <| sausage |>   ,   --   [AIDELLS SAUSAGE COMPANY]  {aidells.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
ADDRESS: 32   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: Dunbar   <| Street |>      --   [111 LOCK STREET # 101]  {aidstaskforcenh.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: –   <| Aids Alliance |>      --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 4
COMPANY: National   <| Insurance |>   ,   --   [ALABAMA INSURANCE EXCHANGE INCORPORATION]  {aieins.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 3
COMPANY: of   <| Health |>   Sciences   --   [AMERICAN INTERNATIONAL HEALTH]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: These   <| Insurance |>   carriers   --   [AUTO INSURANCE CENTER]  {aicok.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: aircraft   <| title |>   insurance   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| AIDS Alliance |>   provides   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
COMPANY: your   <| hardware |>   needs   --   [ARIZONA INDUSTRIAL HARDWARE]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: /   <| S |>   Swageform   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: care   <| for women , children |>   ,   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
COMPANY: effective   <| state |>   economic   --   [CENSUS STATE DATA CENTER]  {aiea.ualr.edu} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 11
COMPANY: Business   <| Insurance |>   of   --   [ALABAMA INSURANCE EXCHANGE INCORPORATION]  {aieins.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 8
ADDRESS: TORX   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY:    <| AIDP |>   CELEBRATES   --   [AIDP INCORPORATION]  {aidp.com} REASON:ONLY_ONE_WORD    Occurrence: 2
COMPANY: community-based   <| AIDS |>   Service   --   [AIDS RESPONSE-SEACOAST]  {aidsresponse.org} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY: /   <| AIDS |>   community   --   [AIDS DELAWARE]  {aidsdelaware.org} REASON:ONLY_ONE_WORD    Occurrence: 3
CONTACT:    <| Jeff |>   '   --   [Jeff Vollandt]  {aidfirst.net} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY: residential   <| construction |>   ,   --   [AIHAMA CONSTRUCTION INCORPORATION]  {aihama.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: K-12   <| Indian |>   education   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: 8-16X.375   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: Airplane   <| Title |>   Search   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
CITY:    <| Industry |>   Associations   --   [CITY OF INDUSTRY]  {aicipc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: growing   <| international |>   nonprofit   --   [AMERICAN INTERNATIONAL HEALTH]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: AB-   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
COMPANY: Development   <| for |>   Grants   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: U-Bolt   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
